,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,macro_factor,macro_factor,macro_factor,macro_factor,macro_factor,macro_factor,macro_factor
2025-12-26,1.357549,1.930854,3.955667,3.692659,0.498550,0.106682,0.076712,1.629301,0.348692,3.647333,1.386784,-0.272518,9.233216,2.501266,1.759111,-0.775026,-0.062713,-0.087700,-0.689621,-3.441402,0.361478
2026-01-02,-0.469934,-0.587920,0.090263,-0.134801,1.992266,-0.278361,0.017070,-0.273583,0.776030,-3.886419,-1.036677,-0.099541,-2.748758,-3.291857,2.532931,1.565635,0.312564,-0.765234,0.432890,0.043505,0.414420
2026-01-09,3.347958,2.747739,7.619993,6.793284,-0.405857,-0.194616,0.052352,4.353358,3.586234,2.915470,1.559698,-0.227894,-4.492878,-7.882502,3.271967,-2.124393,0.253902,-0.502195,0.685643,4.974605,-2.222484
2026-01-16,-1.756100,-0.570013,2.160859,1.265715,2.310606,0.221129,0.074205,1.069700,1.855108,2.534960,-0.377815,-0.071324,5.633884,-0.258987,-0.408092,-0.502872,-0.178172,0.805359,0.234049,4.463351,0.988465
2026-01-23,-1.556656,-0.622751,4.250718,2.850073,-0.356194,0.336674,0.096807,2.879007,1.913048,7.761953,-0.352204,-0.212847,-5.325718,-3.632754,1.814176,1.374121,-0.294750,-0.386453,-1.893446,1.064496,1.759758
2026-01-30,1.124952,0.081700,-2.590200,-2.581617,2.355631,0.030887,0.066187,-2.642628,6.493002,4.021516,0.338082,-0.359581,10.382088,9.095247,-0.451399,-0.484929,0.013325,-0.349729,-0.400883,10.188538,-1.360741
2026-02-06,-0.938225,-1.342151,-2.713836,-2.493453,-3.066802,0.179888,0.052599,0.046402,-2.508650,-6.335561,-0.097035,-0.126375,-18.384507,-14.172100,-0.722883,1.400109,-0.136895,0.878833,0.508409,-2.927177,0.307746
2026-02-13,-0.115750,0.361344,1.862783,1.885531,0.026992,0.142673,0.099106,1.079077,-0.544800,1.816232,-1.396402,-0.276283,-1.682564,0.561515,-0.767467,0.657258,-0.099688,-0.388948,-0.772362,-0.197494,0.375597
2026-02-27,0.167444,1.072276,4.233024,4.247577,0.818911,-0.155816,0.068668,-0.234473,2.727756,3.348408,-0.444288,-0.245264,0.563384,-1.721876,2.093537,2.675234,0.245573,-0.782517,-0.101849,5.264629,0.943076
2026-03-06,-1.549364,-1.071559,-3.503730,-3.712407,-3.334098,0.208699,0.094649,-2.093419,24.270242,-0.620442,-2.039296,-0.293665,2.127030,11.073700,-2.431821,-3.033907,-0.166154,0.901073,1.334200,28.286797,-0.736182
2026-03-13,-1.205326,0.186525,-1.452263,-0.419900,-1.138917,-0.342089,0.027333,-1.105281,10.729820,-0.686079,-1.612783,-0.026081,-0.636324,-2.002503,-1.080132,-0.493536,0.389262,0.438059,1.552424,13.740634,-0.310290
2026-03-20,-2.499223,-2.211445,-5.998879,-5.387794,-0.742097,-0.019134,0.075880,-3.205195,0.499281,-8.639855,-1.913646,-0.158080,12.142936,19.119426,-5.318503,1.788101,0.063858,0.444263,-0.993939,1.390332,-1.042436
2026-03-27,-1.627605,-1.421215,-0.289361,-0.478069,-1.295838,0.138285,0.073364,1.273465,1.784575,-3.981133,-2.137968,0.352075,-2.314152,-6.414591,2.122323,0.834328,-0.095152,-0.696144,0.665552,4.572148,0.859205
2026-04-03,-0.236761,-1.381626,-2.654282,-2.744586,0.657703,0.070814,0.105487,-1.589663,2.737608,3.380809,3.302456,-0.307091,1.414697,1.748115,2.061130,9.314011,-0.027247,-0.018152,0.019764,4.395708,-0.005572
2026-04-10,2.407819,4.314186,5.605416,5.944938,3.046732,0.274063,0.084278,2.770707,-14.749038,1.475985,3.495988,-0.399759,19.165648,13.766843,3.069585,3.851488,-0.232348,-1.398482,-1.502939,-18.952314,-1.033380
2026-04-17,0.388738,1.967042,3.025886,3.793051,1.025062,0.287224,0.049551,2.141778,-1.971352,0.538439,4.435513,-0.046621,14.701794,11.980120,2.398715,-0.366792,-0.245946,1.454682,-0.478144,-1.590132,1.233523
2026-04-24,1.167014,0.856965,0.409208,-0.039670,-0.699142,0.109923,0.067085,-0.342291,13.596297,-2.099649,0.546074,0.075749,4.142158,-9.192542,0.964815,1.296365,-0.067259,0.495243,0.302711,15.544767,-0.105940
2026-05-01,1.364560,0.792306,1.224693,0.932584,-0.778833,-0.063167,0.033367,0.396911,3.087469,-1.562349,0.903641,-0.067006,-3.262988,-2.159887,-1.973955,0.773979,0.100945,0.148293,-0.322768,4.572452,-1.729391
2026-05-08,0.603736,1.334948,4.045016,4.196167,2.366134,-0.078087,0.017668,1.459412,-8.551399,2.151626,2.307976,-0.183767,3.269577,4.804816,3.066596,-6.167892,0.128510,0.771914,-0.367953,-9.813530,1.072175
2026-05-15,-1.542727,-0.253188,-1.831993,-0.671464,-1.646368,0.076112,0.076603,-2.880613,8.798347,-3.313727,0.129259,-0.127084,16.970468,10.059088,-0.193022,-1.383912,-0.033343,0.755922,1.439081,9.664719,-0.381270
2026-05-22,-1.158893,-0.298765,0.474437,0.115243,-1.383418,0.182104,0.086014,0.123824,-4.885868,-1.105271,0.873143,-0.061409,-1.138984,-0.539111,0.369429,5.640090,-0.140209,-0.775386,0.068781,-8.357736,0.431639
2026-05-29,-0.083619,0.965904,-2.567148,-3.320849,-1.668293,0.307291,0.107266,-1.189898,-12.619966,-0.397430,1.416170,-0.288541,11.214299,15.210261,-0.189493,1.596816,-0.266272,1.006244,-0.412790,-16.262621,-2.166524
2026-06-05,-1.908321,-1.549131,-1.305429,-0.809244,-0.879228,0.061818,0.090810,-0.278079,0.963889,-1.566686,-2.624083,-0.027873,1.608646,5.715056,-1.254277,-2.940421,-0.019334,-1.331608,1.158479,2.389785,0.904725
2026-06-12,0.866184,-0.825485,-1.772189,-1.670324,-0.981690,-0.193438,-0.084149,0.267352,-6.662447,-6.620860,0.644205,-0.070450,-2.661396,-5.218745,1.037175,3.076183,0.237651,0.163289,-0.275062,-7.359710,-0.053748
2026-06-19,1.304248,3.380904,6.759555,6.697816,-3.261977,0.204779,0.063985,0.849792,-8.308112,2.848407,0.925801,0.030828,17.437009,13.813123,0.296425,-1.848280,-0.169467,0.993519,0.946474,-9.764135,0.463833
2026-06-26,-0.747264,-1.496041,0.350762,-1.952775,-5.379149,0.087320,0.051899,-2.077557,-8.188049,-6.004241,-1.973325,0.052826,-8.701137,-2.698251,-0.871241,-5.655354,-0.038912,0.401468,0.597401,-11.039281,0.672488
2026-07-03,0.833809,-0.536474,0.477918,0.225071,2.947376,-0.107518,0.016926,1.933947,-2.281258,3.131699,1.741875,-0.174726,-11.649985,-7.329286,0.218849,0.690013,0.151036,0.424369,-0.476287,-3.632720,-7.055796
2026-07-10,0.823426,-1.275862,-2.797875,-5.024880,3.472574,0.199362,0.056229,-1.262955,4.458472,-1.487863,1.223898,-0.085272,-1.992844,-0.562415,1.451666,-0.944749,-0.158200,-0.157664,0.085218,6.619789,-0.858693
2026-07-17,-4.422113,-5.408291,-12.379681,-13.430166,1.588630,0.038314,0.040352,-1.544889,15.986984,-2.734329,-1.565912,-0.080928,-11.057630,-7.990889,0.176536,-2.447152,0.003852,-0.262931,-0.197499,18.137045,-0.564391
2026-07-24,4.450040,2.617117,0.251726,-2.433142,1.619364,0.259249,0.038803,0.387601,5.037513,0.850196,-0.614810,0.007360,6.621470,-1.430831,0.723475,-2.904987,-0.218780,-0.037106,0.695263,5.667179,-2.247038
2026-07-31,-1.135461,-1.320628,-0.515292,1.134434,3.623769,0.193160,0.028415,0.984227,-1.936316,0.804761,1.043380,-0.066258,-14.859050,-18.402039,1.430849,-0.410291,-0.152315,0.605416,-1.669409,-2.479247,1.937825
2026-08-07,1.273327,2.289099,6.285331,8.191912,-0.839538,0.129958,0.047261,1.215220,-9.995628,5.311759,3.514675,0.014728,1.960675,6.107459,0.971300,1.382820,-0.088917,0.392210,-0.185872,-12.865621,0.530155
2026-08-14,-1.507586,-0.610137,0.127776,1.168890,-2.170731,0.177301,0.059801,-2.463889,7.526915,0.680883,0.361826,-0.038297,2.483392,6.245773,0.716900,5.619896,-0.136711,-0.126238,0.039651,6.858920,0.531190
2026-08-21,0.999183,1.599206,2.402754,2.523454,1.330371,0.030432,0.021273,1.042466,2.534596,1.322904,-0.524120,-0.007366,4.671762,0.917488,0.529107,2.235693,-0.012711,0.263755,-0.059131,4.201047,-0.325134
